
Generation 0 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 19 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 20 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 21 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 22 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 23 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 24 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 25 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 26 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 27 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 28 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 29 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 30 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 31 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 32 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 33 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 34 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 35 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 36 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 37 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 38 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 39 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 40 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 41 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 42 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 43 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 44 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 45 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 46 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 47 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 48 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
Generation 49 - Best Individual for Enemy 8: Fitness: 87.057882, Player Life: 28.600000000000257, Enemy Life: 0, Time: 331, Gain: 28.600000000000257
