Enemy, Run, Enemy_Group, Fitness, Player_Life, Enemy_Life, Time, Gain
Enemy 3, Test Run 9, Run 2, Enemy Group enemies_group_two, Fitness: 65.95026654476804, Player Life: 0, Enemy Life: 20.0, Time: 424, Gain: -20.0
Enemy 3, Test Run 10, Run 2, Enemy Group enemies_group_two, Fitness: 65.95026654476804, Player Life: 0, Enemy Life: 20.0, Time: 424, Gain: -20.0
Enemy 4, Test Run 1, Run 2, Enemy Group enemies_group_two, Fitness: 85.39962616327607, Player Life: 26.20000000000025, Enemy Life: 0, Time: 1367, Gain: 26.20000000000025
Enemy 4, Test Run 2, Run 2, Enemy Group enemies_group_two, Fitness: 85.39962616327607, Player Life: 26.20000000000025, Enemy Life: 0, Time: 1367, Gain: 26.20000000000025
Enemy 4, Test Run 3, Run 2, Enemy Group enemies_group_two, Fitness: 85.39962616327607, Player Life: 26.20000000000025, Enemy Life: 0, Time: 1367, Gain: 26.20000000000025
Enemy 4, Test Run 4, Run 2, Enemy Group enemies_group_two, Fitness: 85.39962616327607, Player Life: 26.20000000000025, Enemy Life: 0, Time: 1367, Gain: 26.20000000000025
Enemy 4, Test Run 5, Run 2, Enemy Group enemies_group_two, Fitness: 85.39962616327607, Player Life: 26.20000000000025, Enemy Life: 0, Time: 1367, Gain: 26.20000000000025
Enemy 4, Test Run 6, Run 2, Enemy Group enemies_group_two, Fitness: 85.39962616327607, Player Life: 26.20000000000025, Enemy Life: 0, Time: 1367, Gain: 26.20000000000025
Enemy 4, Test Run 7, Run 2, Enemy Group enemies_group_two, Fitness: 85.39962616327607, Player Life: 26.20000000000025, Enemy Life: 0, Time: 1367, Gain: 26.20000000000025
Enemy 4, Test Run 8, Run 2, Enemy Group enemies_group_two, Fitness: 85.39962616327607, Player Life: 26.20000000000025, Enemy Life: 0, Time: 1367, Gain: 26.20000000000025
Enemy 4, Test Run 9, Run 2, Enemy Group enemies_group_two, Fitness: 85.39962616327607, Player Life: 26.20000000000025, Enemy Life: 0, Time: 1367, Gain: 26.20000000000025
Enemy 4, Test Run 10, Run 2, Enemy Group enemies_group_two, Fitness: 85.39962616327607, Player Life: 26.20000000000025, Enemy Life: 0, Time: 1367, Gain: 26.20000000000025
