
Generation 0 - Best Individual for Enemy 7: Fitness: 75.260207, Player Life: 0, Enemy Life: 10.0, Time: 311, Gain: -10.0
Generation 22 - Best Individual for Enemy 7: Fitness: 75.276415, Player Life: 0, Enemy Life: 10.0, Time: 306, Gain: -10.0
Generation 23 - Best Individual for Enemy 7: Fitness: 75.276415, Player Life: 0, Enemy Life: 10.0, Time: 306, Gain: -10.0
Generation 24 - Best Individual for Enemy 7: Fitness: 75.276415, Player Life: 0, Enemy Life: 10.0, Time: 306, Gain: -10.0
Generation 25 - Best Individual for Enemy 7: Fitness: 75.276415, Player Life: 0, Enemy Life: 10.0, Time: 306, Gain: -10.0
Generation 26 - Best Individual for Enemy 7: Fitness: 75.276415, Player Life: 0, Enemy Life: 10.0, Time: 306, Gain: -10.0
Generation 27 - Best Individual for Enemy 7: Fitness: 75.276415, Player Life: 0, Enemy Life: 10.0, Time: 306, Gain: -10.0
Generation 28 - Best Individual for Enemy 7: Fitness: 75.276415, Player Life: 0, Enemy Life: 10.0, Time: 306, Gain: -10.0
Generation 29 - Best Individual for Enemy 7: Fitness: 75.276415, Player Life: 0, Enemy Life: 10.0, Time: 306, Gain: -10.0
Generation 30 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 31 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 32 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 33 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 34 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 35 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 36 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 37 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 38 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 39 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 40 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 41 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 42 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 43 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 44 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 45 - Best Individual for Enemy 7: Fitness: 93.489365, Player Life: 85.00000000000014, Enemy Life: 0, Time: 150, Gain: 85.00000000000014
Generation 46 - Best Individual for Enemy 7: Fitness: 74.926955, Player Life: 0, Enemy Life: 10.0, Time: 434, Gain: -10.0
Generation 47 - Best Individual for Enemy 7: Fitness: 74.926955, Player Life: 0, Enemy Life: 10.0, Time: 434, Gain: -10.0
Generation 48 - Best Individual for Enemy 7: Fitness: 74.926955, Player Life: 0, Enemy Life: 10.0, Time: 434, Gain: -10.0
Generation 49 - Best Individual for Enemy 7: Fitness: 74.926955, Player Life: 0, Enemy Life: 10.0, Time: 434, Gain: -10.0
