
Generation 0 - Best Individual for Enemy 1: Fitness: 21.2699, Player Life: 0, Enemy Life: 70.0, Time: 308, Gain: -70.0
Generation 15 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 16 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 17 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 18 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 19 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 20 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 21 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 22 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 23 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 24 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 25 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 26 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 27 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 28 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 29 - Best Individual for Enemy 1: Fitness: 39.176954, Player Life: 0, Enemy Life: 50.0, Time: 338, Gain: -50.0
Generation 30 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 31 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 32 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 33 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 34 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 35 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 36 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 37 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 38 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 39 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 40 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 41 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 42 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 43 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 44 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 45 - Best Individual for Enemy 1: Fitness: 39.136369, Player Life: 0, Enemy Life: 50.0, Time: 352, Gain: -50.0
Generation 46 - Best Individual for Enemy 1: Fitness: 30.139214, Player Life: 0, Enemy Life: 60.0, Time: 351, Gain: -60.0
Generation 47 - Best Individual for Enemy 1: Fitness: 39.139214, Player Life: 0, Enemy Life: 50.0, Time: 351, Gain: -50.0
Generation 48 - Best Individual for Enemy 1: Fitness: 39.139214, Player Life: 0, Enemy Life: 50.0, Time: 351, Gain: -50.0
Generation 49 - Best Individual for Enemy 1: Fitness: 39.139214, Player Life: 0, Enemy Life: 50.0, Time: 351, Gain: -50.0
