Generation 0: Best Fitness: 81.31808994015438, Per-Enemy Fitness: [np.float64(85.19059106729138), np.float64(92.5576657480352), np.float64(11.993646840398267), np.float64(87.55586874329958)]
Generation 69: Best Fitness: 175.8417025153655, Per-Enemy Fitness: [np.float64(88.03460763199207), np.float64(89.52693855665949), np.float64(87.05165549623892), np.float64(90.54698639161589)]
Generation 70: Best Fitness: 175.8417025153655, Per-Enemy Fitness: [np.float64(88.03460763199207), np.float64(89.52693855665949), np.float64(87.05165549623892), np.float64(90.54698639161589)]
Generation 71: Best Fitness: 175.8417025153655, Per-Enemy Fitness: [np.float64(88.03460763199207), np.float64(89.52693855665949), np.float64(87.05165549623892), np.float64(90.54698639161589)]
Generation 72: Best Fitness: 175.8417025153655, Per-Enemy Fitness: [np.float64(88.03460763199207), np.float64(89.52693855665949), np.float64(87.05165549623892), np.float64(90.54698639161589)]
Generation 73: Best Fitness: 175.8417025153655, Per-Enemy Fitness: [np.float64(88.03460763199207), np.float64(89.52693855665949), np.float64(87.05165549623892), np.float64(90.54698639161589)]
Generation 74: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 75: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 76: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 77: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 78: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 79: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 80: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 81: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 82: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 83: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 84: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 85: Best Fitness: 176.18643581582137, Per-Enemy Fitness: [np.float64(88.45460763199208), np.float64(89.40693855665948), np.float64(87.89165549623893), np.float64(87.79850831567899)]
Generation 86: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 87: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 88: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 89: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 90: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 91: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 92: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 93: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 94: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 95: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 96: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 97: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 98: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
Generation 99: Best Fitness: 177.60778833295052, Per-Enemy Fitness: [np.float64(90.8590534593671), np.float64(89.74027017401382), np.float64(88.21520306650937), np.float64(88.75581436587439)]
