Enemy, Run, Enemy_Group, Fitness, Player_Life, Enemy_Life, Time, Gain
Enemy 4, Test Run 10, Run 1, Enemy Group enemies_group_one, Fitness: 21.266658723102253, Player Life: 0, Enemy Life: 70.0, Time: 309, Gain: -70.0
Enemy 5, Test Run 1, Run 1, Enemy Group enemies_group_one, Fitness: 91.40901301948917, Player Life: 70.00000000000028, Enemy Life: 0, Time: 268, Gain: 70.00000000000028
Enemy 5, Test Run 2, Run 1, Enemy Group enemies_group_one, Fitness: 91.40901301948917, Player Life: 70.00000000000028, Enemy Life: 0, Time: 268, Gain: 70.00000000000028
Enemy 5, Test Run 3, Run 1, Enemy Group enemies_group_one, Fitness: 91.40901301948917, Player Life: 70.00000000000028, Enemy Life: 0, Time: 268, Gain: 70.00000000000028
Enemy 5, Test Run 4, Run 1, Enemy Group enemies_group_one, Fitness: 91.40901301948917, Player Life: 70.00000000000028, Enemy Life: 0, Time: 268, Gain: 70.00000000000028
Enemy 5, Test Run 5, Run 1, Enemy Group enemies_group_one, Fitness: 91.40901301948917, Player Life: 70.00000000000028, Enemy Life: 0, Time: 268, Gain: 70.00000000000028
Enemy 5, Test Run 6, Run 1, Enemy Group enemies_group_one, Fitness: 91.40901301948917, Player Life: 70.00000000000028, Enemy Life: 0, Time: 268, Gain: 70.00000000000028
Enemy 5, Test Run 7, Run 1, Enemy Group enemies_group_one, Fitness: 91.40901301948917, Player Life: 70.00000000000028, Enemy Life: 0, Time: 268, Gain: 70.00000000000028
Enemy 5, Test Run 8, Run 1, Enemy Group enemies_group_one, Fitness: 91.40901301948917, Player Life: 70.00000000000028, Enemy Life: 0, Time: 268, Gain: 70.00000000000028
Enemy 5, Test Run 9, Run 1, Enemy Group enemies_group_one, Fitness: 91.40901301948917, Player Life: 70.00000000000028, Enemy Life: 0, Time: 268, Gain: 70.00000000000028
Enemy 5, Test Run 10, Run 1, Enemy Group enemies_group_one, Fitness: 91.40901301948917, Player Life: 70.00000000000028, Enemy Life: 0, Time: 268, Gain: 70.00000000000028
Enemy 6, Test Run 1, Run 1, Enemy Group enemies_group_one, Fitness: 12.812614194159245, Player Life: 0, Enemy Life: 80.0, Time: 179, Gain: -80.0
Enemy 6, Test Run 2, Run 1, Enemy Group enemies_group_one, Fitness: 12.812614194159245, Player Life: 0, Enemy Life: 80.0, Time: 179, Gain: -80.0
Enemy 6, Test Run 3, Run 1, Enemy Group enemies_group_one, Fitness: 12.812614194159245, Player Life: 0, Enemy Life: 80.0, Time: 179, Gain: -80.0
Enemy 6, Test Run 4, Run 1, Enemy Group enemies_group_one, Fitness: 12.812614194159245, Player Life: 0, Enemy Life: 80.0, Time: 179, Gain: -80.0
Enemy 6, Test Run 5, Run 1, Enemy Group enemies_group_one, Fitness: 12.812614194159245, Player Life: 0, Enemy Life: 80.0, Time: 179, Gain: -80.0
Enemy 6, Test Run 6, Run 1, Enemy Group enemies_group_one, Fitness: 12.812614194159245, Player Life: 0, Enemy Life: 80.0, Time: 179, Gain: -80.0
Enemy 6, Test Run 7, Run 1, Enemy Group enemies_group_one, Fitness: 12.812614194159245, Player Life: 0, Enemy Life: 80.0, Time: 179, Gain: -80.0
Enemy 6, Test Run 8, Run 1, Enemy Group enemies_group_one, Fitness: 12.812614194159245, Player Life: 0, Enemy Life: 80.0, Time: 179, Gain: -80.0
Enemy 6, Test Run 9, Run 1, Enemy Group enemies_group_one, Fitness: 12.812614194159245, Player Life: 0, Enemy Life: 80.0, Time: 179, Gain: -80.0
Enemy 6, Test Run 10, Run 1, Enemy Group enemies_group_one, Fitness: 12.812614194159245, Player Life: 0, Enemy Life: 80.0, Time: 179, Gain: -80.0
Enemy 7, Test Run 1, Run 1, Enemy Group enemies_group_one, Fitness: 92.81833644349736, Player Life: 79.6000000000002, Enemy Life: 0, Time: 171, Gain: 79.6000000000002
Enemy 7, Test Run 2, Run 1, Enemy Group enemies_group_one, Fitness: 92.81833644349736, Player Life: 79.6000000000002, Enemy Life: 0, Time: 171, Gain: 79.6000000000002
Enemy 7, Test Run 3, Run 1, Enemy Group enemies_group_one, Fitness: 92.81833644349736, Player Life: 79.6000000000002, Enemy Life: 0, Time: 171, Gain: 79.6000000000002
Enemy 7, Test Run 4, Run 1, Enemy Group enemies_group_one, Fitness: 92.81833644349736, Player Life: 79.6000000000002, Enemy Life: 0, Time: 171, Gain: 79.6000000000002
Enemy 7, Test Run 5, Run 1, Enemy Group enemies_group_one, Fitness: 92.81833644349736, Player Life: 79.6000000000002, Enemy Life: 0, Time: 171, Gain: 79.6000000000002
Enemy 7, Test Run 6, Run 1, Enemy Group enemies_group_one, Fitness: 92.81833644349736, Player Life: 79.6000000000002, Enemy Life: 0, Time: 171, Gain: 79.6000000000002
Enemy 7, Test Run 7, Run 1, Enemy Group enemies_group_one, Fitness: 92.81833644349736, Player Life: 79.6000000000002, Enemy Life: 0, Time: 171, Gain: 79.6000000000002
Enemy 7, Test Run 8, Run 1, Enemy Group enemies_group_one, Fitness: 92.81833644349736, Player Life: 79.6000000000002, Enemy Life: 0, Time: 171, Gain: 79.6000000000002
Enemy 7, Test Run 9, Run 1, Enemy Group enemies_group_one, Fitness: 92.81833644349736, Player Life: 79.6000000000002, Enemy Life: 0, Time: 171, Gain: 79.6000000000002
Enemy 7, Test Run 10, Run 1, Enemy Group enemies_group_one, Fitness: 92.81833644349736, Player Life: 79.6000000000002, Enemy Life: 0, Time: 171, Gain: 79.6000000000002
Enemy 8, Test Run 1, Run 1, Enemy Group enemies_group_one, Fitness: 21.478539082137754, Player Life: 0, Enemy Life: 70.0, Time: 250, Gain: -70.0
Enemy 8, Test Run 2, Run 1, Enemy Group enemies_group_one, Fitness: 21.478539082137754, Player Life: 0, Enemy Life: 70.0, Time: 250, Gain: -70.0
Enemy 8, Test Run 3, Run 1, Enemy Group enemies_group_one, Fitness: 21.478539082137754, Player Life: 0, Enemy Life: 70.0, Time: 250, Gain: -70.0
Enemy 8, Test Run 4, Run 1, Enemy Group enemies_group_one, Fitness: 21.478539082137754, Player Life: 0, Enemy Life: 70.0, Time: 250, Gain: -70.0
Enemy 8, Test Run 5, Run 1, Enemy Group enemies_group_one, Fitness: 21.478539082137754, Player Life: 0, Enemy Life: 70.0, Time: 250, Gain: -70.0
Enemy 8, Test Run 6, Run 1, Enemy Group enemies_group_one, Fitness: 21.478539082137754, Player Life: 0, Enemy Life: 70.0, Time: 250, Gain: -70.0
Enemy 8, Test Run 7, Run 1, Enemy Group enemies_group_one, Fitness: 21.478539082137754, Player Life: 0, Enemy Life: 70.0, Time: 250, Gain: -70.0
Enemy 8, Test Run 8, Run 1, Enemy Group enemies_group_one, Fitness: 21.478539082137754, Player Life: 0, Enemy Life: 70.0, Time: 250, Gain: -70.0
Enemy 8, Test Run 9, Run 1, Enemy Group enemies_group_one, Fitness: 21.478539082137754, Player Life: 0, Enemy Life: 70.0, Time: 250, Gain: -70.0
Enemy 8, Test Run 10, Run 1, Enemy Group enemies_group_one, Fitness: 21.478539082137754, Player Life: 0, Enemy Life: 70.0, Time: 250, Gain: -70.0
Enemy 1, Test Run 1, Run 2, Enemy Group enemies_group_one, Fitness: 94.78506424239102, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Enemy 1, Test Run 2, Run 2, Enemy Group enemies_group_one, Fitness: 94.78506424239102, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Enemy 1, Test Run 3, Run 2, Enemy Group enemies_group_one, Fitness: 94.78506424239102, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Enemy 1, Test Run 4, Run 2, Enemy Group enemies_group_one, Fitness: 94.78506424239102, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Enemy 1, Test Run 5, Run 2, Enemy Group enemies_group_one, Fitness: 94.78506424239102, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Enemy 1, Test Run 6, Run 2, Enemy Group enemies_group_one, Fitness: 94.78506424239102, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Enemy 1, Test Run 7, Run 2, Enemy Group enemies_group_one, Fitness: 94.78506424239102, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Enemy 1, Test Run 8, Run 2, Enemy Group enemies_group_one, Fitness: 94.78506424239102, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Enemy 1, Test Run 9, Run 2, Enemy Group enemies_group_one, Fitness: 94.78506424239102, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Enemy 1, Test Run 10, Run 2, Enemy Group enemies_group_one, Fitness: 94.78506424239102, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Enemy 2, Test Run 1, Run 2, Enemy Group enemies_group_one, Fitness: 91.49061166337202, Player Life: 70, Enemy Life: 0, Time: 247, Gain: 70
Enemy 2, Test Run 2, Run 2, Enemy Group enemies_group_one, Fitness: 91.49061166337202, Player Life: 70, Enemy Life: 0, Time: 247, Gain: 70
Enemy 2, Test Run 3, Run 2, Enemy Group enemies_group_one, Fitness: 91.49061166337202, Player Life: 70, Enemy Life: 0, Time: 247, Gain: 70
Enemy 2, Test Run 4, Run 2, Enemy Group enemies_group_one, Fitness: 91.49061166337202, Player Life: 70, Enemy Life: 0, Time: 247, Gain: 70
Enemy 2, Test Run 5, Run 2, Enemy Group enemies_group_one, Fitness: 91.49061166337202, Player Life: 70, Enemy Life: 0, Time: 247, Gain: 70
Enemy 2, Test Run 6, Run 2, Enemy Group enemies_group_one, Fitness: 91.49061166337202, Player Life: 70, Enemy Life: 0, Time: 247, Gain: 70
Enemy 2, Test Run 7, Run 2, Enemy Group enemies_group_one, Fitness: 91.49061166337202, Player Life: 70, Enemy Life: 0, Time: 247, Gain: 70
