
Generation 0 - Best Individual for Enemy 3: Fitness: 30.179917, Player Life: 0, Enemy Life: 60.0, Time: 337, Gain: -60.0
Generation 29 - Best Individual for Enemy 3: Fitness: 87.993424, Player Life: 42, Enemy Life: 0, Time: 496, Gain: 42
Generation 30 - Best Individual for Enemy 3: Fitness: 85.99141, Player Life: 22, Enemy Life: 0, Time: 497, Gain: 22
Generation 31 - Best Individual for Enemy 3: Fitness: 85.99141, Player Life: 22, Enemy Life: 0, Time: 497, Gain: 22
Generation 32 - Best Individual for Enemy 3: Fitness: 85.99141, Player Life: 22, Enemy Life: 0, Time: 497, Gain: 22
Generation 33 - Best Individual for Enemy 3: Fitness: 85.99141, Player Life: 22, Enemy Life: 0, Time: 497, Gain: 22
Generation 34 - Best Individual for Enemy 3: Fitness: 85.99141, Player Life: 22, Enemy Life: 0, Time: 497, Gain: 22
Generation 35 - Best Individual for Enemy 3: Fitness: 85.99141, Player Life: 22, Enemy Life: 0, Time: 497, Gain: 22
Generation 36 - Best Individual for Enemy 3: Fitness: 85.99141, Player Life: 22, Enemy Life: 0, Time: 497, Gain: 22
Generation 37 - Best Individual for Enemy 3: Fitness: 85.99141, Player Life: 22, Enemy Life: 0, Time: 497, Gain: 22
Generation 38 - Best Individual for Enemy 3: Fitness: 85.99141, Player Life: 22, Enemy Life: 0, Time: 497, Gain: 22
Generation 39 - Best Individual for Enemy 3: Fitness: 85.99141, Player Life: 22, Enemy Life: 0, Time: 497, Gain: 22
Generation 40 - Best Individual for Enemy 3: Fitness: 74.7814, Player Life: 0, Enemy Life: 10.0, Time: 502, Gain: -10.0
Generation 41 - Best Individual for Enemy 3: Fitness: 74.7814, Player Life: 0, Enemy Life: 10.0, Time: 502, Gain: -10.0
Generation 42 - Best Individual for Enemy 3: Fitness: 74.7814, Player Life: 0, Enemy Life: 10.0, Time: 502, Gain: -10.0
Generation 43 - Best Individual for Enemy 3: Fitness: 74.7814, Player Life: 0, Enemy Life: 10.0, Time: 502, Gain: -10.0
Generation 44 - Best Individual for Enemy 3: Fitness: 86.193424, Player Life: 24, Enemy Life: 0, Time: 496, Gain: 24
Generation 45 - Best Individual for Enemy 3: Fitness: 86.193424, Player Life: 24, Enemy Life: 0, Time: 496, Gain: 24
Generation 46 - Best Individual for Enemy 3: Fitness: 86.193424, Player Life: 24, Enemy Life: 0, Time: 496, Gain: 24
Generation 47 - Best Individual for Enemy 3: Fitness: 86.193424, Player Life: 24, Enemy Life: 0, Time: 496, Gain: 24
Generation 48 - Best Individual for Enemy 3: Fitness: 86.193424, Player Life: 24, Enemy Life: 0, Time: 496, Gain: 24
Generation 49 - Best Individual for Enemy 3: Fitness: 86.193424, Player Life: 24, Enemy Life: 0, Time: 496, Gain: 24
