
Generation 0 - Best Individual for Enemy 5: Fitness: 88.026497, Player Life: 39.40000000000028, Enemy Life: 0, Time: 370, Gain: 39.40000000000028
Generation 36 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 37 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 38 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 39 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 40 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 41 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 42 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 43 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 44 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 45 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 46 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 47 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 48 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 49 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
